dataset	lang	model	measure1	measure2	corr
europarl	cs	bm25	prec3.lower	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec3.lower	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec3.lower	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec3.lower	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower	prec2.lower	1.0
europarl	cs	bm25	prec3.lower	prec2.lower.stem	1.0
europarl	cs	bm25	prec3.lower	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower	prec3.lower.stem	1.0
europarl	cs	bm25	prec3.lower	prec3.lower.depunc	1.0
europarl	cs	bm25	prec3.lower	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower	prec4.lower	1.0
europarl	cs	bm25	prec3.lower	prec4.lower.stem	1.0
europarl	cs	bm25	prec3.lower	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.stem	size	0.9143368661286193
europarl	cs	bm25	prec3.lower.stem	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec3.lower.stem	map	0.9333333333333332
europarl	cs	bm25	prec3.lower.stem	map.gm	0.7833333333333333
europarl	cs	bm25	prec3.lower.stem	p.5	0.7999999999999999
europarl	cs	bm25	prec3.lower.stem	p.10	0.7949860383179369
europarl	cs	bm25	prec3.lower.stem	r.10	0.6666666666666667
europarl	cs	bm25	prec3.lower.stem	rbo	0.8333333333333333
europarl	cs	bm25	prec3.lower.stem	ndcg	0.9333333333333332
europarl	cs	bm25	prec3.lower.stem	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower.stem	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec3.lower.stem	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower.stem	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec3.lower.stem	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem	prec2.lower	1.0
europarl	cs	bm25	prec3.lower.stem	prec2.lower.stem	1.0
europarl	cs	bm25	prec3.lower.stem	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower.stem	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.stem	prec3.lower	1.0
europarl	cs	bm25	prec3.lower.stem	prec3.lower.depunc	1.0
europarl	cs	bm25	prec3.lower.stem	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.stem	prec4.lower	1.0
europarl	cs	bm25	prec3.lower.stem	prec4.lower.stem	1.0
europarl	cs	bm25	prec3.lower.stem	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower.stem	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.depunc	size	0.9143368661286193
europarl	cs	bm25	prec3.lower.depunc	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec3.lower.depunc	map	0.9333333333333332
europarl	cs	bm25	prec3.lower.depunc	map.gm	0.7833333333333333
europarl	cs	bm25	prec3.lower.depunc	p.5	0.7999999999999999
europarl	cs	bm25	prec3.lower.depunc	p.10	0.7949860383179369
europarl	cs	bm25	prec3.lower.depunc	r.10	0.6666666666666667
europarl	cs	bm25	prec3.lower.depunc	rbo	0.8333333333333333
europarl	cs	bm25	prec3.lower.depunc	ndcg	0.9333333333333332
europarl	cs	bm25	prec3.lower.depunc	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower.depunc	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec3.lower.depunc	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec3.lower.depunc	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.depunc	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower.depunc	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec3.lower.depunc	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.depunc	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.depunc	prec2.lower	1.0
europarl	cs	bm25	prec3.lower.depunc	prec2.lower.stem	1.0
europarl	cs	bm25	prec3.lower.depunc	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower.depunc	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.depunc	prec3.lower	1.0
europarl	cs	bm25	prec3.lower.depunc	prec3.lower.stem	1.0
europarl	cs	bm25	prec3.lower.depunc	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.depunc	prec4.lower	1.0
europarl	cs	bm25	prec3.lower.depunc	prec4.lower.stem	1.0
europarl	cs	bm25	prec3.lower.depunc	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower.depunc	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	size	0.9143368661286193
europarl	cs	bm25	prec3.lower.stem.depunc	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec3.lower.stem.depunc	map	0.9333333333333332
europarl	cs	bm25	prec3.lower.stem.depunc	map.gm	0.7833333333333333
europarl	cs	bm25	prec3.lower.stem.depunc	p.5	0.7999999999999999
europarl	cs	bm25	prec3.lower.stem.depunc	p.10	0.7949860383179369
europarl	cs	bm25	prec3.lower.stem.depunc	r.10	0.6666666666666667
europarl	cs	bm25	prec3.lower.stem.depunc	rbo	0.8333333333333333
europarl	cs	bm25	prec3.lower.stem.depunc	ndcg	0.9333333333333332
europarl	cs	bm25	prec3.lower.stem.depunc	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem.depunc	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec3.lower.stem.depunc	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem.depunc	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec3.lower.stem.depunc	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec3.lower.stem.depunc	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem.depunc	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec3.lower.stem.depunc	prec2.lower	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec2.lower.stem	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower.stem.depunc	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec3.lower	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec3.lower.stem	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec3.lower.depunc	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec4.lower	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec4.lower.stem	1.0
europarl	cs	bm25	prec3.lower.stem.depunc	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec3.lower.stem.depunc	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower	size	0.9143368661286193
europarl	cs	bm25	prec4.lower	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec4.lower	map	0.9333333333333332
europarl	cs	bm25	prec4.lower	map.gm	0.7833333333333333
europarl	cs	bm25	prec4.lower	p.5	0.7999999999999999
europarl	cs	bm25	prec4.lower	p.10	0.7949860383179369
europarl	cs	bm25	prec4.lower	r.10	0.6666666666666667
europarl	cs	bm25	prec4.lower	rbo	0.8333333333333333
europarl	cs	bm25	prec4.lower	ndcg	0.9333333333333332
europarl	cs	bm25	prec4.lower	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec4.lower	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec4.lower	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec4.lower	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec4.lower	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec4.lower	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower	prec2.lower	1.0
europarl	cs	bm25	prec4.lower	prec2.lower.stem	1.0
europarl	cs	bm25	prec4.lower	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower	prec3.lower	1.0
europarl	cs	bm25	prec4.lower	prec3.lower.stem	1.0
europarl	cs	bm25	prec4.lower	prec3.lower.depunc	1.0
europarl	cs	bm25	prec4.lower	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower	prec4.lower.stem	1.0
europarl	cs	bm25	prec4.lower	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower.stem	size	0.9143368661286193
europarl	cs	bm25	prec4.lower.stem	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec4.lower.stem	map	0.9333333333333332
europarl	cs	bm25	prec4.lower.stem	map.gm	0.7833333333333333
europarl	cs	bm25	prec4.lower.stem	p.5	0.7999999999999999
europarl	cs	bm25	prec4.lower.stem	p.10	0.7949860383179369
europarl	cs	bm25	prec4.lower.stem	r.10	0.6666666666666667
europarl	cs	bm25	prec4.lower.stem	rbo	0.8333333333333333
europarl	cs	bm25	prec4.lower.stem	ndcg	0.9333333333333332
europarl	cs	bm25	prec4.lower.stem	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec4.lower.stem	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec4.lower.stem	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec4.lower.stem	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec4.lower.stem	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem	prec2.lower	1.0
europarl	cs	bm25	prec4.lower.stem	prec2.lower.stem	1.0
europarl	cs	bm25	prec4.lower.stem	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.stem	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower.stem	prec3.lower	1.0
europarl	cs	bm25	prec4.lower.stem	prec3.lower.stem	1.0
europarl	cs	bm25	prec4.lower.stem	prec3.lower.depunc	1.0
europarl	cs	bm25	prec4.lower.stem	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower.stem	prec4.lower	1.0
europarl	cs	bm25	prec4.lower.stem	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.stem	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower.depunc	size	0.9268325671031296
europarl	cs	bm25	prec4.lower.depunc	bpe.tokens	0.05729365606426321
europarl	cs	bm25	prec4.lower.depunc	map	0.9288784237188525
europarl	cs	bm25	prec4.lower.depunc	map.gm	0.7782494901428225
europarl	cs	bm25	prec4.lower.depunc	p.5	0.8117225864930513
europarl	cs	bm25	prec4.lower.depunc	p.10	0.7899159663865547
europarl	cs	bm25	prec4.lower.depunc	r.10	0.6778302010921357
europarl	cs	bm25	prec4.lower.depunc	rbo	0.8284591346681659
europarl	cs	bm25	prec4.lower.depunc	ndcg	0.9288784237188525
europarl	cs	bm25	prec4.lower.depunc	bleu.lower	0.9831932773109244
europarl	cs	bm25	prec4.lower.depunc	bleu.lower.stem	0.9790880682441959
europarl	cs	bm25	prec4.lower.depunc	bleu.lower.depunc	0.9831932773109244
europarl	cs	bm25	prec4.lower.depunc	bleu.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	prec4.lower.depunc	prec1.lower	0.9747899159663866
europarl	cs	bm25	prec4.lower.depunc	prec1.lower.stem	0.9623515200690815
europarl	cs	bm25	prec4.lower.depunc	prec1.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec4.lower.depunc	prec1.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	prec4.lower.depunc	prec2.lower	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec2.lower.stem	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec2.lower.depunc	0.9915966386554623
europarl	cs	bm25	prec4.lower.depunc	prec2.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec3.lower	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec3.lower.stem	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec3.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec3.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec4.lower	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec4.lower.stem	0.9958246164193105
europarl	cs	bm25	prec4.lower.depunc	prec4.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.stem.depunc	size	0.9143368661286193
europarl	cs	bm25	prec4.lower.stem.depunc	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec4.lower.stem.depunc	map	0.9333333333333332
europarl	cs	bm25	prec4.lower.stem.depunc	map.gm	0.7833333333333333
europarl	cs	bm25	prec4.lower.stem.depunc	p.5	0.7999999999999999
europarl	cs	bm25	prec4.lower.stem.depunc	p.10	0.7949860383179369
europarl	cs	bm25	prec4.lower.stem.depunc	r.10	0.6666666666666667
europarl	cs	bm25	prec4.lower.stem.depunc	rbo	0.8333333333333333
europarl	cs	bm25	prec4.lower.stem.depunc	ndcg	0.9333333333333332
europarl	cs	bm25	prec4.lower.stem.depunc	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec4.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem.depunc	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec4.lower.stem.depunc	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem.depunc	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec4.lower.stem.depunc	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec4.lower.stem.depunc	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem.depunc	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec4.lower.stem.depunc	prec2.lower	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec2.lower.stem	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec4.lower.stem.depunc	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec3.lower	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec3.lower.stem	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec3.lower.depunc	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec4.lower	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec4.lower.stem	1.0
europarl	cs	bm25	prec4.lower.stem.depunc	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	size	bpe.tokens	0.0
wiki	cs	neural	size	map	0.7418204762930308
wiki	cs	neural	size	map.gm	0.8194548255884055
wiki	cs	neural	size	p.5	0.7828751257191237
wiki	cs	neural	size	p.10	0.7935753932437072
wiki	cs	neural	size	r.10	0.7935753932437072
wiki	cs	neural	size	rbo	0.8798335881615015
wiki	cs	neural	size	ndcg	0.7935753932437072
wiki	cs	neural	size	bleu.lower	0.9268325671031296
wiki	cs	neural	size	bleu.lower.stem	0.9143368661286193
wiki	cs	neural	size	bleu.lower.depunc	0.9268325671031296
wiki	cs	neural	size	bleu.lower.stem.depunc	0.9143368661286193
wiki	cs	neural	size	prec1.lower	0.8921846206693677
wiki	cs	neural	size	prec1.lower.stem	0.8798335881615015
wiki	cs	neural	size	prec1.lower.depunc	0.8970852271450604
wiki	cs	neural	size	prec1.lower.stem.depunc	0.8970852271450604
wiki	cs	neural	size	prec2.lower	0.9143368661286193
wiki	cs	neural	size	prec2.lower.stem	0.9143368661286193
wiki	cs	neural	size	prec2.lower.depunc	0.9095085938862487
wiki	cs	neural	size	prec2.lower.stem.depunc	0.9143368661286193
wiki	cs	neural	size	prec3.lower	0.9143368661286193
wiki	cs	neural	size	prec3.lower.stem	0.9143368661286193
wiki	cs	neural	size	prec3.lower.depunc	0.9143368661286193
wiki	cs	neural	size	prec3.lower.stem.depunc	0.9143368661286193
wiki	cs	neural	size	prec4.lower	0.9143368661286193
wiki	cs	neural	size	prec4.lower.stem	0.9143368661286193
wiki	cs	neural	size	prec4.lower.depunc	0.9268325671031296
wiki	cs	neural	size	prec4.lower.stem.depunc	0.9143368661286193
wiki	cs	neural	bpe.tokens	size	0.0
wiki	cs	neural	bpe.tokens	map	-0.3195048252113469
wiki	cs	neural	bpe.tokens	map.gm	-0.29140775257509804
wiki	cs	neural	bpe.tokens	p.5	-0.2991867508169551
wiki	cs	neural	bpe.tokens	p.10	-0.27386127875258304
wiki	cs	neural	bpe.tokens	r.10	-0.27386127875258304
wiki	cs	neural	bpe.tokens	rbo	-0.18257418583505536
wiki	cs	neural	bpe.tokens	ndcg	-0.296683051981965
wiki	cs	neural	bpe.tokens	bleu.lower	0.0802111184899685
wiki	cs	neural	bpe.tokens	bleu.lower.stem	0.09128709291752768
wiki	cs	neural	bpe.tokens	bleu.lower.depunc	0.0802111184899685
wiki	cs	neural	bpe.tokens	bleu.lower.stem.depunc	0.09128709291752768
wiki	cs	neural	bpe.tokens	prec1.lower	0.09166984970282113
wiki	cs	neural	bpe.tokens	prec1.lower.stem	0.09128709291752768
wiki	cs	neural	bpe.tokens	prec1.lower.depunc	0.09128709291752768
wiki	cs	neural	bpe.tokens	prec1.lower.stem.depunc	0.09128709291752768
wiki	cs	neural	bpe.tokens	prec2.lower	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec2.lower.stem	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec2.lower.depunc	0.0802111184899685
wiki	cs	neural	bpe.tokens	prec2.lower.stem.depunc	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec3.lower	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec3.lower.stem	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec3.lower.depunc	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec3.lower.stem.depunc	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec4.lower	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec4.lower.stem	0.06846531968814576
wiki	cs	neural	bpe.tokens	prec4.lower.depunc	0.05729365606426321
wiki	cs	neural	bpe.tokens	prec4.lower.stem.depunc	0.06846531968814576
wiki	cs	neural	map	size	0.7418204762930308
wiki	cs	neural	map	bpe.tokens	-0.3195048252113469
wiki	cs	neural	map	map.gm	0.910844487911861
wiki	cs	neural	map	p.5	0.8739804390886586
wiki	cs	neural	map	p.10	0.9166666666666666
wiki	cs	neural	map	r.10	0.9166666666666666
wiki	cs	neural	map	rbo	0.8333333333333333
wiki	cs	neural	map	ndcg	0.9500000000000001
wiki	cs	neural	map	bleu.lower	0.6443571047419068
wiki	cs	neural	map	bleu.lower.stem	0.6333333333333333
wiki	cs	neural	map	bleu.lower.depunc	0.6443571047419068
wiki	cs	neural	map	bleu.lower.stem.depunc	0.6333333333333333
wiki	cs	neural	map	prec1.lower	0.6276205565667923
wiki	cs	neural	map	prec1.lower.stem	0.6166666666666666
wiki	cs	neural	map	prec1.lower.depunc	0.6333333333333333
wiki	cs	neural	map	prec1.lower.stem.depunc	0.6333333333333333
wiki	cs	neural	map	prec2.lower	0.65
wiki	cs	neural	map	prec2.lower.stem	0.65
wiki	cs	neural	map	prec2.lower.depunc	0.6443571047419068
wiki	cs	neural	map	prec2.lower.stem.depunc	0.65
wiki	cs	neural	map	prec3.lower	0.65
wiki	cs	neural	map	prec3.lower.stem	0.65
wiki	cs	neural	map	prec3.lower.depunc	0.65
wiki	cs	neural	map	prec3.lower.stem.depunc	0.65
wiki	cs	neural	map	prec4.lower	0.65
wiki	cs	neural	map	prec4.lower.stem	0.65
wiki	cs	neural	map	prec4.lower.depunc	0.6610936529170212
wiki	cs	neural	map	prec4.lower.stem.depunc	0.65
wiki	cs	neural	map.gm	size	0.8194548255884055
wiki	cs	neural	map.gm	bpe.tokens	-0.29140775257509804
wiki	cs	neural	map.gm	map	0.910844487911861
wiki	cs	neural	map.gm	p.5	0.9099466729862268
wiki	cs	neural	map.gm	p.10	0.9448947491422109
wiki	cs	neural	map.gm	r.10	0.9448947491422109
wiki	cs	neural	map.gm	rbo	0.910844487911861
wiki	cs	neural	map.gm	ndcg	0.961919879757386
wiki	cs	neural	map.gm	bleu.lower	0.7180536351958
wiki	cs	neural	map.gm	bleu.lower.stem	0.7065429205297614
wiki	cs	neural	map.gm	bleu.lower.depunc	0.7180536351958
wiki	cs	neural	map.gm	bleu.lower.stem.depunc	0.7065429205297614
wiki	cs	neural	map.gm	prec1.lower	0.7009571200720904
wiki	cs	neural	map.gm	prec1.lower.stem	0.6895177899145863
wiki	cs	neural	map.gm	prec1.lower.depunc	0.7065429205297614
wiki	cs	neural	map.gm	prec1.lower.stem.depunc	0.7065429205297614
wiki	cs	neural	map.gm	prec2.lower	0.7235680511449363
wiki	cs	neural	map.gm	prec2.lower.stem	0.7235680511449363
wiki	cs	neural	map.gm	prec2.lower.depunc	0.7180536351958
wiki	cs	neural	map.gm	prec2.lower.stem.depunc	0.7235680511449363
wiki	cs	neural	map.gm	prec3.lower	0.7235680511449363
wiki	cs	neural	map.gm	prec3.lower.stem	0.7235680511449363
wiki	cs	neural	map.gm	prec3.lower.depunc	0.7235680511449363
wiki	cs	neural	map.gm	prec3.lower.stem.depunc	0.7235680511449363
wiki	cs	neural	map.gm	prec4.lower	0.7235680511449363
wiki	cs	neural	map.gm	prec4.lower.stem	0.7235680511449363
wiki	cs	neural	map.gm	prec4.lower.depunc	0.7351501503195095
wiki	cs	neural	map.gm	prec4.lower.stem.depunc	0.7235680511449363
wiki	cs	neural	p.5	size	0.7828751257191237
wiki	cs	neural	p.5	bpe.tokens	-0.2991867508169551
wiki	cs	neural	p.5	map	0.8739804390886586
wiki	cs	neural	p.5	map.gm	0.9099466729862268
wiki	cs	neural	p.5	p.10	0.9244023874976197
wiki	cs	neural	p.5	r.10	0.9244023874976197
wiki	cs	neural	p.5	rbo	0.9075950713612994
wiki	cs	neural	p.5	ndcg	0.9075950713612994
wiki	cs	neural	p.5	bleu.lower	0.7173059633352561
wiki	cs	neural	p.5	bleu.lower.stem	0.705907277725455
wiki	cs	neural	p.5	bleu.lower.depunc	0.7173059633352561
wiki	cs	neural	p.5	bleu.lower.stem.depunc	0.705907277725455
wiki	cs	neural	p.5	prec1.lower	0.7004281759626618
wiki	cs	neural	p.5	prec1.lower.stem	0.6890999615891347
wiki	cs	neural	p.5	prec1.lower.depunc	0.705907277725455
wiki	cs	neural	p.5	prec1.lower.stem.depunc	0.705907277725455
wiki	cs	neural	p.5	prec2.lower	0.7227145938617754
wiki	cs	neural	p.5	prec2.lower.stem	0.7227145938617754
wiki	cs	neural	p.5	prec2.lower.depunc	0.7173059633352561
wiki	cs	neural	p.5	prec2.lower.stem.depunc	0.7227145938617754
wiki	cs	neural	p.5	prec3.lower	0.7227145938617754
wiki	cs	neural	p.5	prec3.lower.stem	0.7227145938617754
wiki	cs	neural	p.5	prec3.lower.depunc	0.7227145938617754
wiki	cs	neural	p.5	prec3.lower.stem.depunc	0.7227145938617754
wiki	cs	neural	p.5	prec4.lower	0.7227145938617754
wiki	cs	neural	p.5	prec4.lower.stem	0.7227145938617754
